Pin,Pin Name,Bank,IO Type
BH43,IO_L20N_N6P5_M2P95_707,707,XPIO
BH44,GND,NA,NA
BH45,IO_L12P_GC_XCC_N4P0_M2P132_708,708,XPIO
BH46,IO_L23P_N7P4_M2P154_708,708,XPIO
BH47,IO_L23N_N7P5_M2P155_708,708,XPIO
BH48,GND,NA,NA
BH49,IO_L22P_N7P2_M2P152_708,708,XPIO
BH5,IO_L0P_XCC_N0P0_M0P0_700,700,XPIO
BH50,IO_L21N_XCC_N7P1_M2P151_708,708,XPIO
BH51,GND,NA,NA
BH52,GND,NA,NA
BH53,GND,NA,NA
BH54,GND,NA,NA
BH55,GTYP_RXP2_201,201,GTYP
BH56,GTYP_RXN2_201,201,GTYP
BH57,GND,NA,NA
BH58,GND,NA,NA
BH6,IO_L11P_N3P4_M0P22_700,700,XPIO
BH7,IO_L9N_GC_XCC_N3P1_M0P19_700,700,XPIO
BH8,GND,NA,NA
BH9,IO_L6P_GC_XCC_N2P0_M0P12_700,700,XPIO
BJ1,IO_L5N_N1P5_M0P11_700,700,XPIO
BJ10,VCCO_700,700,NA
BJ11,VCCO_700,700,NA
BJ12,IO_L18P_XCC_N6P0_M0P144_702,702,XPIO
BJ13,IO_L18N_XCC_N6P1_M0P145_702,702,XPIO
BJ14,GND,NA,NA
BJ15,IO_L19P_N6P2_M0P146_702,702,XPIO
BJ16,IO_L19N_N6P3_M0P147_702,702,XPIO
BJ17,IO_L12N_GC_XCC_N4P1_M1P25_703,703,XPIO
BJ18,GND,NA,NA
BJ19,IO_L16P_N5P2_M1P32_703,703,XPIO
BJ2,IO_L5P_N1P4_M0P10_700,700,XPIO
BJ20,IO_L15P_XCC_N5P0_M1P30_703,703,XPIO
BJ21,IO_L15N_XCC_N5P1_M1P31_703,703,XPIO
BJ22,GND,NA,NA
BJ23,IO_L17P_N5P4_M1P88_704,704,XPIO
BJ24,IO_L16P_N5P2_M1P86_704,704,XPIO
BJ25,IO_L16N_N5P3_M1P87_704,704,XPIO
BJ26,GND,NA,NA
BJ27,IO_L22N_N7P3_M1P99_704,704,XPIO
BJ28,IO_L14P_N4P4_M1P136_705,705,XPIO
BJ29,IO_L14N_N4P5_M1P137_705,705,XPIO
BJ3,IO_L2N_N0P5_M0P5_700,700,XPIO
BJ30,GND,NA,NA
BJ31,IO_L15P_XCC_N5P0_M1P138_705,705,XPIO
BJ32,IO_L15N_XCC_N5P1_M1P139_705,705,XPIO
BJ33,IO_L16N_N5P3_M1P141_705,705,XPIO
BJ34,GND,NA,NA
BJ35,IO_L15P_XCC_N5P0_M2P30_706,706,XPIO
BJ36,IO_L14P_N4P4_M2P28_706,706,XPIO
BJ37,IO_L14N_N4P5_M2P29_706,706,XPIO
BJ38,GND,NA,NA
BJ39,IO_L16N_N5P3_M2P87_707,707,XPIO
BJ4,GND,NA,NA
BJ40,IO_L15N_XCC_N5P1_M2P85_707,707,XPIO
BJ41,IO_L21P_XCC_N7P0_M2P96_707,707,XPIO
BJ42,GND,NA,NA
BJ43,IO_L22P_N7P2_M2P98_707,707,XPIO
BJ44,IO_L12N_GC_XCC_N4P1_M2P133_708,708,XPIO
BJ45,IO_L13P_N4P2_M2P134_708,708,XPIO
BJ46,GND,NA,NA
BJ47,IO_L14P_N4P4_M2P136_708,708,XPIO
BJ48,IO_L14N_N4P5_M2P137_708,708,XPIO
BJ49,IO_L22N_N7P3_M2P153_708,708,XPIO
BJ5,IO_L11N_N3P5_M0P23_700,700,XPIO
BJ50,GND,NA,NA
BJ51,GND,NA,NA
BJ52,GTYP_TXP3_201,201,GTYP
BJ53,GTYP_TXN3_201,201,GTYP
BJ54,GND,NA,NA
BJ55,GND,NA,NA
BJ56,GND,NA,NA
BJ57,GTYP_RXP1_201,201,GTYP
BJ58,GTYP_RXN1_201,201,GTYP
BJ6,IO_L8N_N2P5_M0P17_700,700,XPIO
BJ7,IO_L8P_N2P4_M0P16_700,700,XPIO
BJ8,IO_L7N_N2P3_M0P15_700,700,XPIO
BJ9,IO_L7P_N2P2_M0P14_700,700,XPIO
BK1,GND,NA,NA
BK10,IO_L23P_N7P4_M0P154_702,702,XPIO
BK11,GND,NA,NA
BK12,GND,NA,NA
BK13,IO_L22P_N7P2_M0P152_702,702,XPIO
BK14,IO_L22N_N7P3_M0P153_702,702,XPIO
BK15,IO_L21P_XCC_N7P0_M0P150_702,702,XPIO
BK16,GND,NA,NA
BK17,IO_L20P_N6P4_M0P148_702,702,XPIO
BK18,IO_L17P_N5P4_M1P34_703,703,XPIO
BK19,IO_L16N_N5P3_M1P33_703,703,XPIO
BK2,IO_L5N_N1P5_M0P65_701,701,XPIO
BK20,GND,NA,NA
BK21,IO_L24P_GC_XCC_N8P0_M1P48_703,703,XPIO
BK22,IO_L24N_GC_XCC_N8P1_M1P49_703,703,XPIO
BK23,IO_L17N_N5P5_M1P89_704,704,XPIO
BK24,GND,NA,NA
BK25,IO_L25P_N8P2_M1P104_704,704,XPIO
BK26,IO_L23P_N7P4_M1P100_704,704,XPIO
BK27,IO_L23N_N7P5_M1P101_704,704,XPIO
BK28,GND,NA,NA
BK29,IO_L25P_N8P2_M1P158_705,705,XPIO
BK3,IO_L5P_N1P4_M0P64_701,701,XPIO
BK30,IO_L25N_N8P3_M1P159_705,705,XPIO
BK31,IO_L26P_N8P4_M1P160_705,705,XPIO
BK32,GND,NA,NA
BK33,IO_L17P_N5P4_M1P142_705,705,XPIO
BK34,IO_L15N_XCC_N5P1_M2P31_706,706,XPIO
BK35,IO_L16P_N5P2_M2P32_706,706,XPIO
BK36,GND,NA,NA
BK37,IO_L17P_N5P4_M2P34_706,706,XPIO
BK38,IO_L17N_N5P5_M2P35_706,706,XPIO
BK39,IO_L17P_N5P4_M2P88_707,707,XPIO
BK4,IO_L0N_XCC_N0P1_M0P55_701,701,XPIO
BK40,GND,NA,NA
BK41,IO_L21N_XCC_N7P1_M2P97_707,707,XPIO
BK42,IO_L23P_N7P4_M2P100_707,707,XPIO
BK43,IO_L22N_N7P3_M2P99_707,707,XPIO
BK44,GND,NA,NA
BK45,IO_L13N_N4P3_M2P135_708,708,XPIO
BK46,IO_L16P_N5P2_M2P140_708,708,XPIO
BK47,IO_L16N_N5P3_M2P141_708,708,XPIO
BK48,GND,NA,NA
BK49,IO_L15P_XCC_N5P0_M2P138_708,708,XPIO
BK5,IO_L0P_XCC_N0P0_M0P54_701,701,XPIO
BK50,IO_L15N_XCC_N5P1_M2P139_708,708,XPIO
BK51,GND,NA,NA
BK52,GND,NA,NA
BK53,GND,NA,NA
BK54,GND,NA,NA
BK55,GTYP_RXP0_201,201,GTYP
BK56,GTYP_RXN0_201,201,GTYP
BK57,GND,NA,NA
BK58,GND,NA,NA
BK6,GND,NA,NA
BK7,GND,NA,NA
BK8,IO_L13P_N4P2_M0P80_701,701,XPIO
BK9,GND,NA,NA
BL1,IO_L4N_N1P3_M0P63_701,701,XPIO
BL10,IO_L23N_N7P5_M0P155_702,702,XPIO
BL11,IO_L12P_GC_XCC_N4P0_M0P132_702,702,XPIO
BL12,IO_L12N_GC_XCC_N4P1_M0P133_702,702,XPIO
BL13,IO_L13P_N4P2_M0P134_702,702,XPIO
BL14,GND,NA,NA
BL15,IO_L14P_N4P4_M0P136_702,702,XPIO
BL16,IO_L21N_XCC_N7P1_M0P151_702,702,XPIO
BL17,IO_L20N_N6P5_M0P149_702,702,XPIO
BL18,GND,NA,NA
BL19,IO_L17N_N5P5_M1P35_703,703,XPIO
BL2,IO_L4P_N1P2_M0P62_701,701,XPIO
BL20,IO_L25P_N8P2_M1P50_703,703,XPIO
BL21,IO_L25N_N8P3_M1P51_703,703,XPIO
BL22,GND,NA,NA
BL23,IO_L24P_GC_XCC_N8P0_M1P102_704,704,XPIO
BL24,IO_L24N_GC_XCC_N8P1_M1P103_704,704,XPIO
BL25,IO_L25N_N8P3_M1P105_704,704,XPIO
BL26,GND,NA,NA
BL27,IO_L26P_N8P4_M1P106_704,704,XPIO
BL28,IO_L24P_GC_XCC_N8P0_M1P156_705,705,XPIO
BL29,IO_L24N_GC_XCC_N8P1_M1P157_705,705,XPIO
BL3,GND,NA,NA
BL30,GND,NA,NA
BL31,IO_L26N_N8P5_M1P161_705,705,XPIO
BL32,IO_L17N_N5P5_M1P143_705,705,XPIO
BL33,IO_L24P_GC_XCC_N8P0_M2P48_706,706,XPIO
BL34,GND,NA,NA
BL35,IO_L16N_N5P3_M2P33_706,706,XPIO
BL36,IO_L25P_N8P2_M2P50_706,706,XPIO
BL37,IO_L25N_N8P3_M2P51_706,706,XPIO
BL38,GND,NA,NA
BL39,IO_L17N_N5P5_M2P89_707,707,XPIO
BL4,IO_L1N_N0P3_M0P57_701,701,XPIO
BL40,IO_L24P_GC_XCC_N8P0_M2P102_707,707,XPIO
BL41,IO_L25P_N8P2_M2P104_707,707,XPIO
BL42,GND,NA,NA
BL43,IO_L23N_N7P5_M2P101_707,707,XPIO
BL44,IO_L17P_N5P4_M2P142_708,708,XPIO
BL45,IO_L17N_N5P5_M2P143_708,708,XPIO
BL46,GND,NA,NA
BL47,IO_L25P_N8P2_M2P158_708,708,XPIO
BL48,IO_L25N_N8P3_M2P159_708,708,XPIO
BL49,IO_L24P_GC_XCC_N8P0_M2P156_708,708,XPIO
BL5,IO_L1P_N0P2_M0P56_701,701,XPIO
BL50,GND,NA,NA
BL51,GND,NA,NA
BL52,GTYP_TXP2_201,201,GTYP
BL53,GTYP_TXN2_201,201,GTYP
BL54,GND,NA,NA
BL55,GND,NA,NA
BL56,GND,NA,NA
BL57,GTYP_RXP3_200,200,GTYP
BL58,GTYP_RXN3_200,200,GTYP
BL6,IO_L17P_N5P4_M0P88_701,701,XPIO
BL7,IO_L14P_N4P4_M0P82_701,701,XPIO
BL8,IO_L13N_N4P3_M0P81_701,701,XPIO
BL9,IO_L12P_GC_XCC_N4P0_M0P78_701,701,XPIO
BM1,IO_L3N_XCC_N1P1_M0P61_701,701,XPIO
BM10,GND,NA,NA
BM11,IO_L17P_N5P4_M0P142_702,702,XPIO
BM12,GND,NA,NA
BM13,IO_L16P_N5P2_M0P140_702,702,XPIO
BM14,IO_L13N_N4P3_M0P135_702,702,XPIO
BM15,IO_L14N_N4P5_M0P137_702,702,XPIO
BM16,GND,NA,NA
BM17,IO_L15P_XCC_N5P0_M0P138_702,702,XPIO
BM18,IO_L6P_GC_XCC_N2P0_M1P12_703,703,XPIO
BM19,IO_L6N_GC_XCC_N2P1_M1P13_703,703,XPIO
BM2,IO_L3P_XCC_N1P0_M0P60_701,701,XPIO
BM20,GND,NA,NA
BM21,IO_L26P_N8P4_M1P52_703,703,XPIO
BM22,IO_L26N_N8P5_M1P53_703,703,XPIO
BM23,IO_L0P_XCC_N0P0_M1P54_704,704,XPIO
BM24,GND,NA,NA
BM25,IO_L1P_N0P2_M1P56_704,704,XPIO
BM26,IO_L6P_GC_XCC_N2P0_M1P66_704,704,XPIO
BM27,IO_L26N_N8P5_M1P107_704,704,XPIO
BM28,GND,NA,NA
BM29,IO_L6P_GC_XCC_N2P0_M1P120_705,705,XPIO
BM3,IO_L2N_N0P5_M0P59_701,701,XPIO
BM30,IO_L7P_N2P2_M1P122_705,705,XPIO
BM31,IO_L7N_N2P3_M1P123_705,705,XPIO
BM32,GND,NA,NA
BM33,IO_L24N_GC_XCC_N8P1_M2P49_706,706,XPIO
